time_start,time_end,model,launched,destroyed,not_reach_goal,still_attacking,target,launch_place
2023-08-22 01:31,2023-08-22 04:31,Shahed-136/Geran-2,22,20,1,1,Donetsk,Belarus
2023-08-25 02:46,2023-08-25 03:46,Kalibr,1,1,0,0,Vinnytsia,Caspian Sea
2023-08-25 02:51,2023-08-25 06:51,Shahed-136,12,12,0,0,Zaporizhzhia,Belarus
2023-08-26 03:29,2023-08-26 06:29,Kh-22,4,3,0,1,Kyiv,Crimea
2023-08-28 02:49,2023-08-28 03:49,Shahed-131,23,21,0,2,Rivne,Black Sea
2023-08-28 01:47,2023-08-28 02:47,Shahed-136,27,19,2,6,Kyiv,Caspian Sea
2023-08-29 02:24,2023-08-29 04:24,Kalibr,4,4,0,0,Odesa,Caspian Sea
2023-08-29 03:14,2023-08-29 06:14,Shahed-136,20,18,0,2,Dnipro,Bryansk Oblast
2023-08-29 02:17,2023-08-29 03:17,Shahed-238,7,5,0,2,Poltava,Voronezh Oblast
2023-08-29 00:32,2023-08-29 01:32,Iskander-M,4,4,0,0,Odesa,Kursk Oblast
2023-09-02 02:49,2023-09-02 05:49,Shahed-136/Geran-2,8,7,0,1,Mykolaiv,Black Sea
2023-09-02 03:00,2023-09-02 06:00,Kh-555,2,2,0,0,Dnipro,Belgorod Oblast
2023-09-02 02:47,2023-09-02 04:47,Orlan-10,8,5,1,2,Kherson,Voronezh Oblast
2023-09-02 03:49,2023-09-02 05:49,Shahed-107,19,17,0,2,Chernihiv,Belarus
2023-09-04 03:01,2023-09-04 05:01,Shahed-136,16,15,1,0,Donetsk,Voronezh Oblast
2023-09-05 02:00,2023-09-05 06:00,Kh-101,4,4,0,0,Zhytomyr,Belgorod Oblast
2023-09-06 03:31,2023-09-06 04:31,Shahed-136,16,14,2,0,Odesa,Belgorod Oblast
2023-09-06 00:02,2023-09-06 02:02,Shahed-131,32,26,2,4,Rivne,Belarus
2023-09-07 03:47,2023-09-07 04:47,Kh-101,4,3,0,1,Poltava,Black Sea
2023-09-07 01:40,2023-09-07 05:40,Kh-555,4,4,0,0,Kharkiv,Caspian Sea
2023-09-07 03:42,2023-09-07 05:42,Shahed-136,19,17,1,1,Dnipro,Belgorod Oblast
2023-09-08 03:44,2023-09-08 06:44,Shahed-136,20,18,1,1,Mykolaiv,Crimea
2023-09-08 02:14,2023-09-08 03:14,S-300,5,2,2,1,Dnipro,Krasnodar Krai
2023-09-08 00:09,2023-09-08 01:09,Shahed-136/Geran-2,17,15,0,2,Odesa,Crimea
2023-09-09 00:34,2023-09-09 03:34,Shahed-136,34,27,5,2,Vinnytsia,Kursk Oblast
2023-09-09 03:19,2023-09-09 07:19,Kh-31P,4,3,1,0,Zaporizhzhia,Black Sea
2023-09-09 00:10,2023-09-09 03:10,Shahed-131,20,15,1,4,Zhytomyr,Caspian Sea
2023-09-09 01:53,2023-09-09 04:53,Kh-59,7,7,0,0,Odesa,Black Sea
2023-09-12 02:16,2023-09-12 04:16,Shahed-131,21,18,2,1,Kyiv,Bryansk Oblast
2023-09-14 00:29,2023-09-14 01:29,Shahed-136,1,1,0,0,Vinnytsia,Krasnodar Krai
2023-09-14 00:00,2023-09-14 01:00,Shahed-131,13,12,0,1,Zhytomyr,Kursk Oblast
2023-09-15 02:43,2023-09-15 03:43,Kh-55,5,1,2,2,Poltava,Belgorod Oblast
2023-09-15 00:01,2023-09-15 01:01,Shahed-136,14,14,0,0,Dnipro,Crimea
2023-09-15 01:05,2023-09-15 04:05,Kh-69,6,4,1,1,Kharkiv,Caspian Sea
2023-09-15 03:03,2023-09-15 05:03,Shahed-131,20,16,2,2,Rivne,Bryansk Oblast
2023-09-17 03:43,2023-09-17 07:43,Kh-35,3,1,1,1,Odesa,Voronezh Oblast
2023-09-18 02:17,2023-09-18 06:17,Shahed-136,17,15,0,2,Rivne,Krasnodar Krai
2023-09-18 00:39,2023-09-18 02:39,Shahed-238,13,12,0,1,Sumy,Belgorod Oblast
2023-09-19 00:05,2023-09-19 03:05,Tornado-S,2,2,0,0,Lviv,Krasnodar Krai
2023-09-19 03:12,2023-09-19 05:12,Kh-59MK2,5,3,1,1,Sumy,Belarus
2023-09-19 00:24,2023-09-19 03:24,Shahed-136,8,8,0,0,Kherson,Belarus
2023-09-19 03:22,2023-09-19 06:22,Kh-69,3,2,1,0,Lviv,Belgorod Oblast
2023-09-20 01:01,2023-09-20 04:01,Shahed-131,8,7,1,0,Kyiv,Crimea
2023-09-20 02:49,2023-09-20 04:49,Shahed-136/Geran-2,17,15,0,2,Odesa,Black Sea
2023-09-20 01:42,2023-09-20 03:42,Shahed-136,12,9,1,2,Zaporizhzhia,Belarus
2023-09-23 03:22,2023-09-23 05:22,Shahed-131,20,17,0,3,Odesa,Kursk Oblast
2023-09-23 02:51,2023-09-23 05:51,Kh-101,2,1,1,0,Rivne,Caspian Sea
2023-09-25 01:53,2023-09-25 05:53,Kh-55,6,5,0,1,Donetsk,Belgorod Oblast
2023-09-25 01:31,2023-09-25 02:31,Kh-101,3,2,0,1,Kharkiv,Caspian Sea
2023-09-26 00:33,2023-09-26 04:33,Shahed-136,23,22,1,0,Kyiv,Voronezh Oblast
2023-09-26 01:51,2023-09-26 03:51,Kh-555,3,3,0,0,Mykolaiv,Krasnodar Krai
2023-09-29 01:37,2023-09-29 03:37,Shahed-136,18,14,0,4,Vinnytsia,Black Sea
2023-10-03 00:21,2023-10-03 03:21,Shahed-136,24,19,1,4,Mykolaiv,Krasnodar Krai
2023-10-03 01:46,2023-10-03 05:46,Kh-59,3,1,0,2,Vinnytsia,Crimea
2023-10-03 02:11,2023-10-03 05:11,Kh-101,4,3,0,1,Dnipro,Krasnodar Krai
2023-10-03 03:19,2023-10-03 06:19,KN-23,8,5,0,3,Odesa,Krasnodar Krai
2023-10-07 01:38,2023-10-07 04:38,Shahed-136,23,17,3,3,Rivne,Kursk Oblast
2023-10-08 03:09,2023-10-08 06:09,Kh-59MK2,7,5,0,2,Chernihiv,Black Sea
2023-10-09 01:40,2023-10-09 02:40,Shahed-136,17,12,1,4,Zhytomyr,Voronezh Oblast
2023-10-09 03:00,2023-10-09 06:00,S-300,4,1,1,2,Dnipro,Kursk Oblast
2023-10-09 00:22,2023-10-09 03:22,Kh-22,3,2,0,1,Vinnytsia,Black Sea
2023-10-11 03:10,2023-10-11 07:10,Kh-35,2,2,0,0,Kherson,Bryansk Oblast
2023-10-11 02:34,2023-10-11 06:34,Shahed-131,24,22,1,1,Kharkiv,Crimea
2023-10-11 01:10,2023-10-11 05:10,Smerch,7,4,0,3,Kharkiv,Caspian Sea
2023-10-11 02:01,2023-10-11 05:01,Shahed-136/Geran-2,20,17,0,3,Zaporizhzhia,Black Sea
2023-10-12 03:10,2023-10-12 04:10,Kh-22,3,1,0,2,Donetsk,Black Sea
2023-10-12 02:38,2023-10-12 06:38,Shahed-131,16,14,0,2,Chernihiv,Caspian Sea
2023-10-13 03:10,2023-10-13 04:10,Shahed-136,21,19,1,1,Kharkiv,Voronezh Oblast
2023-10-13 01:12,2023-10-13 05:12,Kh-101,4,3,0,1,Chernihiv,Belarus
2023-10-16 02:15,2023-10-16 03:15,Kh-101,3,2,1,0,Kyiv,Bryansk Oblast
2023-10-16 03:09,2023-10-16 04:09,Kh-555,9,8,1,0,Mykolaiv,Caspian Sea
2023-10-16 03:05,2023-10-16 06:05,Shahed-136,19,15,1,3,Zhytomyr,Crimea
2023-10-17 01:10,2023-10-17 04:10,Mohajer-6,6,1,1,4,Kharkiv,Crimea
2023-10-19 03:31,2023-10-19 06:31,Shahed-136,21,19,0,2,Kharkiv,Belarus
2023-10-19 03:11,2023-10-19 06:11,Kh-35,6,1,3,2,Rivne,Bryansk Oblast
2023-10-19 02:11,2023-10-19 06:11,Kh-101,2,2,0,0,Kyiv,Belgorod Oblast
2023-10-19 03:29,2023-10-19 06:29,Kh-555,6,5,0,1,Dnipro,Belgorod Oblast
2023-10-20 00:05,2023-10-20 03:05,Shahed-136,22,20,0,2,Vinnytsia,Belarus
2023-10-20 03:48,2023-10-20 05:48,Shahed-238,16,16,0,0,Donetsk,Caspian Sea
2023-10-23 01:30,2023-10-23 04:30,Hwasong-11,8,6,0,2,Kharkiv,Bryansk Oblast
2023-10-23 00:32,2023-10-23 02:32,S-300,2,0,0,2,Kharkiv,Crimea
2023-10-23 01:10,2023-10-23 03:10,Zala,3,2,1,0,Vinnytsia,Kursk Oblast
2023-10-23 01:02,2023-10-23 05:02,Kh-101,2,1,0,1,Kharkiv,Bryansk Oblast
2023-10-24 02:20,2023-10-24 03:20,Shahed-131,19,18,0,1,Kharkiv,Bryansk Oblast
2023-10-24 03:35,2023-10-24 06:35,Iskander-M,4,2,1,1,Zhytomyr,Belgorod Oblast
2023-10-25 03:07,2023-10-25 07:07,Kalibr,5,5,0,0,Odesa,Krasnodar Krai
2023-10-26 00:36,2023-10-26 01:36,Shahed-136,12,12,0,0,Vinnytsia,Belgorod Oblast
2023-10-30 03:02,2023-10-30 05:02,Kh-101,9,9,0,0,Zaporizhzhia,Bryansk Oblast
2023-10-30 01:39,2023-10-30 05:39,Shahed-136,16,14,0,2,Kyiv,Bryansk Oblast
2023-10-30 02:44,2023-10-30 04:44,Shahed-238,26,25,0,1,Kyiv,Crimea
2023-10-30 02:57,2023-10-30 05:57,Iskander-M,2,0,1,1,Kyiv,Voronezh Oblast
2023-11-01 03:54,2023-11-01 04:54,Shahed-107,16,15,1,0,Zhytomyr,Kursk Oblast
2023-11-01 01:19,2023-11-01 05:19,S-300,5,1,1,3,Vinnytsia,Voronezh Oblast
2023-11-01 02:46,2023-11-01 06:46,Shahed-136/Geran-2,19,16,0,3,Poltava,Black Sea
2023-11-02 03:47,2023-11-02 07:47,Kh-555,6,3,2,1,Vinnytsia,Belarus
2023-11-02 02:52,2023-11-02 03:52,Shahed-107,14,10,1,3,Donetsk,Krasnodar Krai
2023-11-03 01:49,2023-11-03 02:49,Mohajer-6,3,2,0,1,Odesa,Kursk Oblast
2023-11-03 01:53,2023-11-03 02:53,Kh-31P,6,5,0,1,Dnipro,Caspian Sea
2023-11-03 03:03,2023-11-03 06:03,Shahed-136,17,17,0,0,Chernihiv,Kursk Oblast
2023-11-03 02:23,2023-11-03 06:23,Shahed-131,27,24,2,1,Donetsk,Bryansk Oblast
2023-11-04 00:15,2023-11-04 03:15,Shahed-136,10,9,1,0,Kherson,Crimea
2023-11-05 02:22,2023-11-05 04:22,Kalibr,6,4,0,2,Zhytomyr,Belgorod Oblast
2023-11-05 00:18,2023-11-05 01:18,Shahed-136,13,10,3,0,Lviv,Caspian Sea
2023-11-05 01:54,2023-11-05 03:54,Shahed-131,8,8,0,0,Zhytomyr,Kursk Oblast
2023-11-05 01:43,2023-11-05 03:43,Kh-31P,2,1,1,0,Zaporizhzhia,Bryansk Oblast
2023-11-06 03:58,2023-11-06 05:58,Kh-59MK2,1,1,0,0,Sumy,Krasnodar Krai
2023-11-07 01:16,2023-11-07 04:16,S-300,5,1,2,2,Chernihiv,Belgorod Oblast
2023-11-08 02:29,2023-11-08 05:29,Shahed-136,8,8,0,0,Dnipro,Crimea
2023-11-08 02:43,2023-11-08 06:43,KN-23,5,2,2,1,Poltava,Black Sea
2023-11-08 00:32,2023-11-08 03:32,Iskander-M,4,2,0,2,Donetsk,Belgorod Oblast
2023-11-08 02:43,2023-11-08 03:43,Shahed-238,21,17,1,3,Kherson,Black Sea
2023-11-09 02:55,2023-11-09 05:55,Shahed-136,33,26,2,5,Zaporizhzhia,Belgorod Oblast
2023-11-09 01:09,2023-11-09 03:09,Shahed-136/Geran-2,17,15,0,2,Rivne,Caspian Sea
2023-11-09 03:42,2023-11-09 06:42,Kh-59MK2,8,6,0,2,Sumy,Krasnodar Krai
2023-11-11 02:58,2023-11-11 06:58,Shahed-136,2,1,1,0,Lviv,Bryansk Oblast
2023-11-11 00:37,2023-11-11 02:37,Shahed-136/Geran-2,19,17,1,1,Mykolaiv,Kursk Oblast
2023-11-11 03:58,2023-11-11 06:58,Shahed-131,22,21,1,0,Donetsk,Belgorod Oblast
2023-11-15 03:08,2023-11-15 06:08,Kh-101,7,6,0,1,Chernihiv,Belarus
2023-11-17 00:14,2023-11-17 03:14,Shahed-136,22,21,1,0,Dnipro,Belgorod Oblast
2023-11-17 03:50,2023-11-17 06:50,Kh-35,1,1,0,0,Mykolaiv,Belgorod Oblast
2023-11-17 02:29,2023-11-17 03:29,Shahed-131,11,11,0,0,Kherson,Caspian Sea
2023-11-19 03:56,2023-11-19 05:56,Iskander-K,3,3,0,0,Donetsk,Black Sea
2023-11-21 03:03,2023-11-21 05:03,Kh-59,2,1,1,0,Odesa,Kursk Oblast
2023-11-21 02:26,2023-11-21 06:26,Shahed-136/Geran-2,10,10,0,0,Odesa,Voronezh Oblast
2023-11-21 01:49,2023-11-21 02:49,Shahed-131,26,22,0,4,Kherson,Voronezh Oblast
2023-11-22 02:40,2023-11-22 03:40,Kh-101,1,1,0,0,Kyiv,Crimea
2023-11-22 02:13,2023-11-22 04:13,Kalibr,6,6,0,0,Poltava,Krasnodar Krai
2023-11-23 01:39,2023-11-23 05:39,Kh-555,5,4,1,0,Sumy,Bryansk Oblast
2023-11-24 03:00,2023-11-24 04:00,Kh-31P,6,3,1,2,Donetsk,Kursk Oblast
2023-11-24 02:00,2023-11-24 05:00,Shahed-136,16,13,1,2,Vinnytsia,Belarus
2023-11-24 01:01,2023-11-24 02:01,Kh-101,5,3,1,1,Sumy,Kursk Oblast
2023-11-24 01:44,2023-11-24 04:44,Shahed-238,20,18,1,1,Zaporizhzhia,Krasnodar Krai
2023-11-25 01:04,2023-11-25 02:04,Shahed-136,24,21,2,1,Zaporizhzhia,Belgorod Oblast
2023-11-25 03:46,2023-11-25 06:46,Lancet-3,6,5,0,1,Lviv,Krasnodar Krai
2023-11-25 02:57,2023-11-25 06:57,Shahed-136/Geran-2,20,17,1,2,Mykolaiv,Kursk Oblast
2023-11-26 00:14,2023-11-26 02:14,Shahed-136,14,13,0,1,Chernihiv,Krasnodar Krai
2023-11-26 01:46,2023-11-26 02:46,Shahed-136/Geran-2,23,20,2,1,Poltava,Belarus
2023-11-26 01:07,2023-11-26 04:07,Kalibr,6,6,0,0,Chernihiv,Caspian Sea
2023-11-26 03:56,2023-11-26 06:56,Lancet-3,6,6,0,0,Vinnytsia,Belarus
2023-11-27 00:41,2023-11-27 01:41,Kh-101,5,4,0,1,Kyiv,Black Sea
2023-11-28 00:35,2023-11-28 03:35,Shahed-136/Geran-2,14,12,1,1,Kherson,Krasnodar Krai
2023-11-28 01:44,2023-11-28 02:44,Shahed-136,22,18,2,2,Zaporizhzhia,Bryansk Oblast
2023-11-28 00:42,2023-11-28 03:42,KN-23,5,2,0,3,Poltava,Krasnodar Krai
2023-11-28 03:53,2023-11-28 04:53,Kalibr,3,3,0,0,Donetsk,Black Sea
2023-11-29 03:12,2023-11-29 05:12,Shahed-136,14,14,0,0,Vinnytsia,Belgorod Oblast
2023-12-02 02:10,2023-12-02 03:10,Shahed-136,27,24,2,1,Donetsk,Crimea
2023-12-02 01:44,2023-12-02 05:44,Shahed-131,26,22,0,4,Mykolaiv,Kursk Oblast
2023-12-02 00:00,2023-12-02 01:00,Kalibr,7,6,1,0,Rivne,Black Sea
2023-12-02 03:09,2023-12-02 04:09,Shahed-238,16,15,0,1,Vinnytsia,Belarus
2023-12-03 02:41,2023-12-03 04:41,Shahed-107,14,14,0,0,Kherson,Belgorod Oblast
2023-12-04 00:52,2023-12-04 02:52,Shahed-136,27,23,1,3,Zhytomyr,Caspian Sea
2023-12-06 03:47,2023-12-06 04:47,Shahed-136,14,12,0,2,Kharkiv,Caspian Sea
2023-12-06 00:54,2023-12-06 02:54,Shahed-131,23,17,2,4,Sumy,Krasnodar Krai
2023-12-06 02:22,2023-12-06 06:22,Kh-101,2,2,0,0,Poltava,Belgorod Oblast
2023-12-08 01:07,2023-12-08 05:07,Kh-59MK2,7,6,0,1,Lviv,Crimea
2023-12-08 02:53,2023-12-08 06:53,Shahed-136,25,18,1,6,Chernihiv,Crimea
2023-12-08 03:41,2023-12-08 05:41,Kh-59,7,5,0,2,Kharkiv,Krasnodar Krai
2023-12-09 01:06,2023-12-09 05:06,Shahed-136,24,21,2,1,Rivne,Crimea
2023-12-11 03:49,2023-12-11 06:49,Kh-59MK2,6,6,0,0,Poltava,Caspian Sea
2023-12-11 01:30,2023-12-11 05:30,Shahed-136,20,17,1,2,Kharkiv,Bryansk Oblast
2023-12-12 02:41,2023-12-12 05:41,Shahed-131,18,17,0,1,Kyiv,Belarus
2023-12-14 02:33,2023-12-14 03:33,Kh-69,4,2,0,2,Lviv,Kursk Oblast
2023-12-14 03:22,2023-12-14 07:22,Shahed-131,12,10,2,0,Odesa,Belarus
2023-12-16 01:32,2023-12-16 05:32,Shahed-131,17,16,0,1,Zhytomyr,Crimea
2023-12-18 02:15,2023-12-18 05:15,Kalibr,2,1,0,1,Zaporizhzhia,Caspian Sea
2023-12-18 01:35,2023-12-18 05:35,Shahed-136,22,21,1,0,Lviv,Kursk Oblast
2023-12-18 00:29,2023-12-18 04:29,Kh-101,3,3,0,0,Vinnytsia,Crimea
2023-12-18 00:54,2023-12-18 04:54,Kh-555,3,3,0,0,Kherson,Voronezh Oblast
2023-12-19 00:06,2023-12-19 04:06,Kalibr,5,2,1,2,Lviv,Caspian Sea
2023-12-19 00:52,2023-12-19 01:52,Kh-555,5,5,0,0,Vinnytsia,Belgorod Oblast
2023-12-19 01:41,2023-12-19 05:41,Iskander-M,6,3,0,3,Mykolaiv,Voronezh Oblast
2023-12-19 00:52,2023-12-19 02:52,Shahed-136,23,21,2,0,Zhytomyr,Crimea
2023-12-20 02:45,2023-12-20 06:45,Kh-101,7,6,0,1,Kharkiv,Black Sea
2023-12-20 01:00,2023-12-20 04:00,Shahed-136,21,19,1,1,Mykolaiv,Belgorod Oblast
2023-12-20 02:44,2023-12-20 03:44,Shahed-131,8,7,1,0,Kyiv,Krasnodar Krai
2023-12-20 03:08,2023-12-20 07:08,Kh-59MK2,1,1,0,0,Kharkiv,Belgorod Oblast
2023-12-21 00:59,2023-12-21 04:59,Shahed-136,13,11,2,0,Dnipro,Crimea
2023-12-21 01:45,2023-12-21 04:45,Shahed-131,18,17,1,0,Kharkiv,Bryansk Oblast
2023-12-22 03:29,2023-12-22 05:29,Shahed-131,10,10,0,0,Kherson,Caspian Sea
2023-12-23 03:53,2023-12-23 07:53,Shahed-136,22,21,0,1,Rivne,Belarus
2023-12-26 01:06,2023-12-26 05:06,Shahed-136/Geran-2,13,12,0,1,Sumy,Voronezh Oblast
2023-12-26 03:26,2023-12-26 05:26,Tornado-S,8,5,1,2,Zaporizhzhia,Bryansk Oblast
2023-12-29 01:26,2023-12-29 04:26,Kh-101,7,5,0,2,Zhytomyr,Belarus
2023-12-29 02:45,2023-12-29 04:45,Shahed-136,15,11,3,1,Dnipro,Kursk Oblast
2023-12-30 02:58,2023-12-30 04:58,Shahed-136,24,21,0,3,Chernihiv,Krasnodar Krai
2023-12-30 02:45,2023-12-30 03:45,Shahed-238,5,4,0,1,Vinnytsia,Voronezh Oblast
2023-12-30 03:37,2023-12-30 07:37,Kh-69,5,3,0,2,Sumy,Belarus
2023-12-31 00:33,2023-12-31 01:33,Kh-555,5,5,0,0,Kyiv,Bryansk Oblast
2023-12-31 01:03,2023-12-31 02:03,Shahed-136,23,20,0,3,Dnipro,Belgorod Oblast
2023-12-31 01:18,2023-12-31 04:18,Iskander-M,6,1,0,5,Odesa,Caspian Sea
2023-12-31 02:13,2023-12-31 03:13,Smerch,5,4,0,1,Mykolaiv,Crimea
2024-01-01 03:15,2024-01-01 06:15,Kh-101,2,2,0,0,Chernihiv,Caspian Sea
2024-01-01 03:24,2024-01-01 07:24,Kh-555,2,2,0,0,Vinnytsia,Voronezh Oblast
2024-01-03 01:39,2024-01-03 05:39,Kh-555,3,3,0,0,Zhytomyr,Kursk Oblast
2024-01-03 02:48,2024-01-03 04:48,Kh-101,7,6,0,1,Vinnytsia,Kursk Oblast
2024-01-03 02:28,2024-01-03 04:28,Shahed-131,24,21,2,1,Sumy,Black Sea
2024-01-04 00:24,2024-01-04 01:24,Kh-555,5,5,0,0,Lviv,Belgorod Oblast
2024-01-04 02:08,2024-01-04 04:08,Kh-101,3,3,0,0,Poltava,Belgorod Oblast
2024-01-05 01:02,2024-01-05 03:02,Shahed-136,16,13,0,3,Rivne,Voronezh Oblast
2024-01-05 00:49,2024-01-05 03:49,Shahed-131,17,15,1,1,Kherson,Belarus
2024-01-05 02:04,2024-01-05 05:04,Shahed-136/Geran-2,26,24,0,2,Donetsk,Kursk Oblast
2024-01-05 01:33,2024-01-05 02:33,Kalibr,6,4,1,1,Vinnytsia,Belarus
2024-01-06 00:22,2024-01-06 02:22,Shahed-136/Geran-2,16,15,1,0,Rivne,Kursk Oblast
2024-01-06 02:21,2024-01-06 05:21,Smerch,12,5,2,5,Zaporizhzhia,Kursk Oblast
2024-01-06 03:35,2024-01-06 04:35,Shahed-238,16,13,2,1,Kharkiv,Voronezh Oblast
2024-01-06 03:15,2024-01-06 05:15,Shahed-136,13,12,0,1,Kyiv,Voronezh Oblast
2024-01-07 03:16,2024-01-07 06:16,Shahed-136/Geran-2,23,17,0,6,Kyiv,Belarus
2024-01-09 03:02,2024-01-09 06:02,Kh-22,1,1,0,0,Rivne,Kursk Oblast
2024-01-09 02:32,2024-01-09 03:32,Shahed-136,6,6,0,0,Kharkiv,Krasnodar Krai
2024-01-09 00:40,2024-01-09 01:40,Shahed-131,21,19,0,2,Dnipro,Kursk Oblast
2024-01-09 03:53,2024-01-09 04:53,Kh-55,3,2,0,1,Dnipro,Belarus
2024-01-13 01:01,2024-01-13 05:01,Kalibr,1,1,0,0,Chernihiv,Voronezh Oblast
2024-01-14 00:11,2024-01-14 03:11,Kh-47M2 Kinzhal,4,3,1,0,Donetsk,Black Sea
2024-01-15 02:26,2024-01-15 06:26,Kh-101,4,3,0,1,Kherson,Bryansk Oblast
2024-01-15 03:20,2024-01-15 04:20,Shahed-136,22,18,1,3,Lviv,Black Sea
2024-01-16 00:44,2024-01-16 01:44,Shahed-136,22,19,1,2,Mykolaiv,Belarus
2024-01-17 00:18,2024-01-17 04:18,Kh-59,5,3,1,1,Lviv,Bryansk Oblast
2024-01-17 00:30,2024-01-17 02:30,Shahed-136,19,16,2,1,Donetsk,Kursk Oblast
2024-01-17 01:47,2024-01-17 05:47,KN-25,13,9,1,3,Vinnytsia,Belarus
2024-01-18 02:43,2024-01-18 05:43,Kalibr,7,6,0,1,Kyiv,Belarus
2024-01-18 01:07,2024-01-18 02:07,Shahed-136,13,12,1,0,Kyiv,Bryansk Oblast
2024-01-19 02:13,2024-01-19 05:13,Shahed-238,13,12,0,1,Dnipro,Bryansk Oblast
2024-01-22 01:39,2024-01-22 04:39,Kalibr,6,4,0,2,Dnipro,Black Sea
2024-01-22 01:42,2024-01-22 02:42,Shahed-131,24,20,1,3,Zhytomyr,Belarus
2024-01-23 02:42,2024-01-23 03:42,Hwasong-11,2,1,0,1,Zaporizhzhia,Black Sea
2024-01-24 02:22,2024-01-24 04:22,Kalibr,7,4,1,2,Sumy,Kursk Oblast
2024-01-24 00:18,2024-01-24 01:18,Shahed-136,13,13,0,0,Rivne,Kursk Oblast
2024-01-24 02:31,2024-01-24 06:31,Kh-555,6,5,0,1,Mykolaiv,Belgorod Oblast
2024-01-24 01:36,2024-01-24 04:36,Tornado-S,9,7,1,1,Vinnytsia,Voronezh Oblast
2024-01-26 01:50,2024-01-26 03:50,Shahed-136,8,6,2,0,Chernihiv,Bryansk Oblast
2024-01-26 02:53,2024-01-26 05:53,Shahed-136/Geran-2,20,18,1,1,Odesa,Voronezh Oblast
2024-01-26 03:29,2024-01-26 07:29,Kh-101,5,5,0,0,Mykolaiv,Belgorod Oblast
2024-01-27 01:41,2024-01-27 02:41,Supercam S350,7,4,2,1,Zhytomyr,Belgorod Oblast
2024-01-29 02:46,2024-01-29 03:46,Forpost-R,3,0,1,2,Chernihiv,Black Sea
2024-01-29 00:54,2024-01-29 01:54,Shahed-136,25,22,0,3,Zhytomyr,Bryansk Oblast
2024-01-31 02:34,2024-01-31 06:34,Kh-47M2 Kinzhal,3,1,0,2,Sumy,Krasnodar Krai
2024-02-01 02:08,2024-02-01 06:08,Kh-31P,5,3,1,1,Donetsk,Belarus
2024-02-01 00:25,2024-02-01 03:25,Kh-555,7,4,1,2,Donetsk,Caspian Sea
2024-02-02 01:28,2024-02-02 03:28,Kh-101,4,3,0,1,Odesa,Krasnodar Krai
2024-02-02 03:22,2024-02-02 04:22,Zala,8,3,2,3,Dnipro,Crimea
2024-02-03 02:14,2024-02-03 03:14,KN-23,2,2,0,0,Sumy,Kursk Oblast
2024-02-03 02:24,2024-02-03 06:24,KN-25,8,4,2,2,Rivne,Crimea
2024-02-03 00:02,2024-02-03 03:02,Shahed-136,22,21,0,1,Kharkiv,Belarus
2024-02-04 02:37,2024-02-04 04:37,Iskander-M,8,3,1,4,Lviv,Bryansk Oblast
2024-02-04 02:37,2024-02-04 03:37,Shahed-131,24,20,1,3,Donetsk,Belgorod Oblast
2024-02-04 03:58,2024-02-04 05:58,Kh-59MK2,7,7,0,0,Donetsk,Bryansk Oblast
2024-02-05 03:50,2024-02-05 07:50,Kh-555,8,5,0,3,Rivne,Caspian Sea
2024-02-05 01:28,2024-02-05 03:28,Shahed-136,14,14,0,0,Dnipro,Black Sea
2024-02-05 02:13,2024-02-05 04:13,Kalibr,8,5,2,1,Odesa,Krasnodar Krai
2024-02-06 01:26,2024-02-06 04:26,Kh-69,6,5,0,1,Chernihiv,Black Sea
2024-02-07 03:13,2024-02-07 05:13,Shahed-131,28,25,0,3,Sumy,Bryansk Oblast
2024-02-07 00:15,2024-02-07 01:15,Shahed-136,27,26,0,1,Odesa,Krasnodar Krai
2024-02-07 01:40,2024-02-07 02:40,Kh-101,5,3,1,1,Rivne,Krasnodar Krai
2024-02-07 00:10,2024-02-07 03:10,Iskander-K,3,2,0,1,Rivne,Krasnodar Krai
2024-02-08 00:56,2024-02-08 03:56,Shahed-136/Geran-2,19,17,1,1,Kharkiv,Kursk Oblast
2024-02-08 03:38,2024-02-08 07:38,Shahed-136,18,18,0,0,Zhytomyr,Crimea
2024-02-08 01:14,2024-02-08 05:14,Kh-59,5,2,0,3,Poltava,Krasnodar Krai
2024-02-08 01:39,2024-02-08 04:39,Kh-101,5,4,0,1,Odesa,Voronezh Oblast
2024-02-10 01:24,2024-02-10 05:24,Shahed-136,16,15,0,1,Odesa,Black Sea
2024-02-11 01:38,2024-02-11 02:38,Shahed-136,8,7,0,1,Odesa,Crimea
2024-02-11 00:56,2024-02-11 01:56,Iskander-K,3,3,0,0,Kharkiv,Crimea
2024-02-11 01:57,2024-02-11 02:57,Kh-31P,7,6,0,1,Rivne,Bryansk Oblast
2024-02-11 03:23,2024-02-11 04:23,Shahed-107,26,25,0,1,Chernihiv,Belarus
2024-02-12 03:22,2024-02-12 04:22,Tornado-S,4,4,0,0,Lviv,Krasnodar Krai
2024-02-12 02:30,2024-02-12 04:30,Shahed-136,21,17,0,4,Rivne,Black Sea
2024-02-12 02:38,2024-02-12 06:38,Shahed-136/Geran-2,7,6,0,1,Zaporizhzhia,Kursk Oblast
2024-02-12 00:45,2024-02-12 01:45,Shahed-131,20,18,0,2,Poltava,Belarus
2024-02-13 03:41,2024-02-13 05:41,Shahed-136,11,10,0,1,Chernihiv,Voronezh Oblast
2024-02-14 01:27,2024-02-14 04:27,Smerch,7,4,1,2,Zaporizhzhia,Belarus
2024-02-15 02:43,2024-02-15 06:43,Kh-101,3,2,0,1,Vinnytsia,Kursk Oblast
